experience_id,profile_id,title,company,start_date,end_date,city,country,description,employment_type
3411cce3-1a61-4a3f-a790-435cfbeb4b6e,79ce012d-94f4-4f29-a131-844497b78e0f,UX Design Intern,Jasper AI,2021-05-11,2024-03-26,Oakland,United States,"• Successfully delivered key projects ahead of schedule
• Architected and implemented a maintainable solution for data processing
• Designed and built testing frameworks that reduced manual effort
• Reduced page load times by 46% through innovative solutions",Internship
011d7999-f888-416b-9a21-17190d87e6ae,79ce012d-94f4-4f29-a131-844497b78e0f,Junior Data Scientist,Atlassian,2023-07-28,2024-03-24,Oakland,United States,"• Built and deployed computer vision solutions using Hadoop, RAG
• Implemented optimizations that improved efficiency by 50%
• Developed recommendation systems that enhanced decision-making by 50%
• Designed and built automation systems that reduced manual effort
• Developed a scalable service using Lua, Hadoop",Full-time
7000068d-7c13-4bdf-aa57-84279a8fc3ce,99845770-8583-4594-8f02-e1aaea508c7a,IT Support Specialist,Snowflake,2022-11-05,2025-02-22,San Francisco,United States,"• Built and architected microservices for critical applications
• Reduced page load times by 78% through optimization
• Implemented improvements that increased throughput by 68%
• Refactored outdated systems to enhance performance
• Successfully launched system migration with positive customer feedback",Full-time
b3b60cda-ca01-4345-9d2f-b6bf5de570bf,99845770-8583-4594-8f02-e1aaea508c7a,Product Analyst,Canva,2021-02-22,2025-02-01,Los Angeles,United States,"• Successfully completed system migration under budget
• Architected and implemented a robust solution for data processing
• Built and deployed frontend components for customer-facing applications
• Reduced page load times by 24% through refactoring",Full-time
d1e7c1ab-1b3a-4296-bba1-10980e7486d5,99845770-8583-4594-8f02-e1aaea508c7a,Junior Data Scientist,Uber,2022-03-12,2024-11-26,Los Angeles,United States,"• Reduced infrastructure costs by 64% through refactoring
• Developed data pipelines that improved accuracy by 16%
• Architected and implemented a robust solution for real-time analytics",Full-time
eda6f4c0-4d81-4b64-9676-972a64a722ec,99845770-8583-4594-8f02-e1aaea508c7a,Associate Developer,Anthropic,2021-11-10,2024-09-25,Los Angeles,United States,"• Refactored legacy code to enhance performance
• Architected and implemented a robust solution for real-time analytics
• Designed and built automation systems that improved team productivity",Full-time
cf7f7481-19be-4a95-a682-5d54bc073250,8f6b3717-d0e5-4f45-8170-6a957255931c,Cybersecurity Specialist,Cisco,2021-10-19,,Munich,Germany,"• Designed and built internal tools that streamlined workflows
• Implemented improvements that improved efficiency by 30%
• Architected and implemented an efficient solution for content delivery
• Successfully delivered system migration with high quality
• Refactored outdated systems to improve maintainability",Full-time
8945fc33-9840-468d-95fd-86cec3f614b2,8f6b3717-d0e5-4f45-8170-6a957255931c,Software Engineering Intern,OpenAI,2023-12-22,2025-02-14,Munich,Germany,"• Architected and implemented a scalable solution for real-time analytics
• Implemented optimizations that reduced latency by 67%
• Built and maintained APIs for customer-facing applications
• Reduced page load times by 48% through innovative solutions
• Refactored legacy code to reduce technical debt",Internship
8cea7af8-472c-469d-b751-a16c8cf37f97,8f6b3717-d0e5-4f45-8170-6a957255931c,Junior Data Scientist,Adobe,2022-10-06,2024-11-24,Munich,Germany,"• Built and deployed recommendation engines using Vue.js, Diffusion Models
• Built and architected data pipelines for internal applications
• Created optimization techniques for performance monitoring
• Refactored legacy code to enhance performance
• Successfully completed key projects with positive customer feedback",Full-time
a5a8571b-f90a-42e6-aad8-dd9c0ab89702,ccef6c07-e71b-400f-8805-ab6e97b1fcc8,Engineering Manager,Airtable,2023-01-12,,Chicago,United States,"• Led a team of 14 specialists to complete critical projects
• Collaborated with stakeholders to deliver solutions
• Reduced page load times by 27% through optimization
• Designed and built automation systems that reduced manual effort
• Successfully implemented major features with high quality",Full-time
e4b65af5-ed67-49cb-99ea-d80dfb9b1ba7,ccef6c07-e71b-400f-8805-ab6e97b1fcc8,Senior Data Scientist,HP,2021-11-04,2025-02-16,Rio de Janeiro,Brazil,"• Developed predictive algorithms that reduced processing time by 65%
• Architected and implemented a maintainable solution for user authentication
• Mentored 9 interns on technical skills
• Built and maintained frontend components for internal applications
• Implemented improvements that reduced latency by 90%",Full-time
082a9935-55af-46a5-a39d-ab03cf933231,ccef6c07-e71b-400f-8805-ab6e97b1fcc8,Software Engineer,SambaNova Systems,2024-03-17,2024-11-12,Chicago,United States,"• Refactored outdated systems to improve maintainability
• Built and deployed microservices for internal applications
• Implemented enhancements that increased throughput by 68%",Full-time
957ed898-f105-4b9a-9648-1a6841f54488,ccef6c07-e71b-400f-8805-ab6e97b1fcc8,UX Designer,Workday,2022-03-28,2024-10-13,Bangalore,India,"• Successfully delivered critical initiatives with positive customer feedback
• Designed and built internal tools that enhanced code quality
• Implemented improvements that reduced latency by 86%
• Reduced infrastructure costs by 63% through optimization
• Architected and implemented an efficient solution for data processing",Full-time
13fc474d-d4d1-4540-8312-1d05cfce8f74,84d61909-43d0-4363-a9d6-eec989a6ccb1,Head of Technical Support,Lenovo,2019-03-04,2025-01-31,Wellington,New Zealand,"• Drove implementation strategy for organization
• Reduced system downtime by 69% through architectural improvements
• Implemented optimizations that reduced latency by 29%
• Built and maintained data pipelines for internal applications",Full-time
e3b3951a-04c9-47ce-8a4a-6b9ca9c60e37,84d61909-43d0-4363-a9d6-eec989a6ccb1,Technical Lead,Relativity Space,2021-01-09,2024-11-19,Nashville,United States,"• Successfully completed key projects with positive customer feedback
• Developed an innovative system using Game Development, Supabase
• Led a team of 3 specialists to complete critical projects
• Architected and implemented a scalable solution for content delivery
• Collaborated with stakeholders to deliver solutions",Full-time
810c13da-ad8c-4696-8a0b-e0451483aecf,84d61909-43d0-4363-a9d6-eec989a6ccb1,Technical Lead,Box,2020-12-16,2024-08-27,Nashville,United States,"• Implemented improvements that reduced latency by 71%
• Architected and implemented an efficient solution for data processing
• Mentored 6 interns on system architecture
• Refactored outdated systems to improve maintainability
• Developed a scalable service using iOS Development, Google Cloud",Full-time
a3e6cb22-f649-403b-b45d-592c99002275,84d61909-43d0-4363-a9d6-eec989a6ccb1,Senior Product Manager,Deel,2020-10-22,2024-08-02,Nashville,United States,"• Designed and built monitoring solutions that enhanced code quality
• Built and architected frontend components for core applications
• Mentored 4 colleagues on system architecture",Full-time
d8edc14b-1bab-4f1e-9203-2b2397490cf2,84d61909-43d0-4363-a9d6-eec989a6ccb1,Data Scientist,Deel,2022-04-26,2024-07-14,Helsinki,Finland,"• Developed machine learning models that increased user engagement by 33%
• Designed and built automation systems that improved team productivity
• Built and deployed computer vision solutions using Cryptography, SQLite",Full-time
dd75423c-04d6-48b7-86b4-eedee08ef078,fa5fafd4-2dd4-4b3f-aa6e-ad843eb2d11d,Lead Data Scientist,Lenovo,2021-11-18,,Boulder,United States,"• Architected and implemented a robust solution for content delivery
• Designed and built monitoring solutions that streamlined workflows
• Built and architected APIs for customer-facing applications
• Implemented analytics dashboards to enable data-driven features",Full-time
3177ebc4-3c0d-453b-add4-2419f884e481,fa5fafd4-2dd4-4b3f-aa6e-ad843eb2d11d,Senior Data Scientist,Intel,2022-04-01,2025-02-14,Santa Monica,United States,"• Led a team of 5 engineers to implement new systems
• Implemented improvements that increased throughput by 49%
• Reduced page load times by 30% through refactoring
• Implemented analytics dashboards to improve user experience",Full-time
0fc2a939-743a-463d-9321-8e23ac675ab0,fa5fafd4-2dd4-4b3f-aa6e-ad843eb2d11d,Product Manager,Samsung,2023-01-05,2024-10-26,Santa Monica,United States,"• Designed and built internal tools that improved team productivity
• Successfully implemented system migration under budget
• Reduced page load times by 23% through optimization",Full-time
b413315d-953f-4c2b-85a8-82a4feddaeac,3d08ea25-ede0-4087-bc6d-65d45249c9c9,Lead Data Scientist,Dropbox,2023-12-23,2025-02-15,Bangkok,Thailand,"• Implemented real-time data processing to enable data-driven features
• Built and deployed production ML systems using GAN, Figma
• Developed recommendation systems that enhanced decision-making by 75%
• Mentored 4 new team members on technical skills",Full-time
c9ae1d27-1902-40f3-be77-3c72b1acf261,3d08ea25-ede0-4087-bc6d-65d45249c9c9,Senior Software Engineer,Plaid,2022-05-27,2024-11-12,Bangkok,Thailand,"• Led a team of 9 professionals to complete critical projects
• Collaborated with stakeholders to plan releases
• Mentored 5 new team members on best practices
• Implemented improvements that improved efficiency by 41%
• Built and deployed ML models for internal applications",Full-time
ff35fa80-373a-42e6-b15e-13b31c25536f,3d08ea25-ede0-4087-bc6d-65d45249c9c9,Senior Data Scientist,SambaNova Systems,2023-01-21,2024-10-12,Bangkok,Thailand,"• Successfully launched system migration with high quality
• Architected and implemented a maintainable solution for user authentication
• Implemented optimizations that improved efficiency by 72%
• Created data visualization tools for complex business problems",Full-time
4fa44ac4-2e85-4b40-bbc7-6b53d0daa52e,3d08ea25-ede0-4087-bc6d-65d45249c9c9,Frontend Developer,Calendly,2020-09-05,2024-07-16,Bangkok,Thailand,"• Designed and built internal tools that reduced manual effort
• Successfully launched key projects with high quality
• Reduced system downtime by 87% through architectural improvements
• Refactored legacy code to improve maintainability",Full-time
9ef78220-8e2c-46fc-83a0-ec7f5c4b4a95,d511f21f-f281-4d1b-a9c3-dbe757d225ef,Solutions Engineer,eBay,2023-03-13,,Ho Chi Minh City,Vietnam,"• Developed a new system using SOAP, Objective-C
• Reduced system downtime by 34% through innovative solutions
• Successfully launched critical initiatives with positive customer feedback",Full-time
e1404a54-ab3f-4ee7-9f85-c514165d1aa5,d511f21f-f281-4d1b-a9c3-dbe757d225ef,Product Analyst,DataRobot,2022-01-05,2025-02-18,Beijing,China,"• Successfully implemented system migration ahead of schedule
• Architected and implemented an efficient solution for content delivery
• Reduced error rates by 55% through architectural improvements
• Designed and built testing frameworks that streamlined workflows
• Refactored monolithic application to enable new features",Full-time
1334828b-9354-47d2-979d-6a5b50584a26,04c70071-2de1-47bb-9259-a8a423671a2f,Senior Product Manager,Intel,2022-01-17,,Los Angeles,United States,"• Successfully delivered system migration under budget
• Refactored legacy code to reduce technical debt
• Designed and built testing frameworks that improved team productivity
• Drove technical roadmap for organization",Full-time
a9ed6338-79ec-4c1e-9c74-c0968d493f68,04c70071-2de1-47bb-9259-a8a423671a2f,UX Designer,Scale AI,2022-08-01,2025-02-16,Los Angeles,United States,"• Refactored legacy code to reduce technical debt
• Built and architected frontend components for internal applications
• Designed and built testing frameworks that streamlined workflows
• Reduced infrastructure costs by 34% through architectural improvements",Full-time
8edf1344-3041-45cb-be8f-e000809044dc,04c70071-2de1-47bb-9259-a8a423671a2f,Junior Data Scientist,Baidu,2022-10-25,2025-01-12,Los Angeles,United States,"• Reduced error rates by 51% through architectural improvements
• Successfully completed major features with high quality
• Developed a high-performance feature using Next.js, Three.js",Full-time
c0e674cd-aa0e-4d02-ac5a-4dad7a299adf,04c70071-2de1-47bb-9259-a8a423671a2f,Junior Data Scientist,Airtable,2021-09-10,2024-11-23,Los Angeles,United States,"• Created optimization techniques for complex business problems
• Architected and implemented a maintainable solution for content delivery
• Reduced error rates by 30% through architectural improvements
• Developed an innovative feature using IntelliJ, Next.js",Full-time
3d8a0343-7c70-4078-829c-34ee5952e92e,99c4331f-cd55-4503-a322-e5fea8955edf,Customer Success Engineer,SambaNova Systems,2023-05-12,,Bangkok,Thailand,"• Built and deployed APIs for customer-facing applications
• Architected and implemented a robust solution for real-time analytics
• Developed a scalable system using C++, Swift
• Refactored legacy code to enhance performance
• Implemented optimizations that improved efficiency by 71%",Full-time
cc0c37f0-33b3-4684-9dd9-131369e3dc58,99c4331f-cd55-4503-a322-e5fea8955edf,Software Engineer,Cisco,2024-06-17,2025-02-12,Cupertino,United States,"• Reduced infrastructure costs by 32% through innovative solutions
• Architected and implemented an efficient solution for user authentication
• Designed and built automation systems that streamlined workflows
• Successfully launched critical initiatives with positive customer feedback
• Built and maintained ML models for customer-facing applications",Full-time
1f78c2cd-5629-4e84-bc4d-0d9aef46b9d3,99c4331f-cd55-4503-a322-e5fea8955edf,Product Manager,Airtable,2022-07-25,2025-01-10,Bangkok,Thailand,"• Led a team of 7 specialists to implement new systems
• Implemented enhancements that increased throughput by 23%
• Built and architected ML models for customer-facing applications
• Refactored outdated systems to reduce technical debt",Full-time
551e91e4-099f-43d3-a52d-cb4cee7b4302,99c4331f-cd55-4503-a322-e5fea8955edf,Associate Developer,Airtable,2021-03-11,2024-09-21,Bangkok,Thailand,"• Architected and implemented a robust solution for content delivery
• Implemented improvements that increased throughput by 56%
• Developed a high-performance feature using Swift, C++
• Built and architected data pipelines for core applications",Full-time
a6af4530-4c23-4c48-8d12-2481c8594ecc,5113103e-8e53-49d6-922d-8e59809693c7,Decision Scientist,ByteDance,2024-09-03,,Dublin,Ireland,"• Built and deployed computer vision solutions using Rust, Hadoop
• Implemented data infrastructure to enable data-driven features
• Designed and built internal tools that streamlined workflows
• Refactored outdated systems to reduce technical debt
• Developed data pipelines that increased user engagement by 75%",Full-time
3345504d-64f2-4643-906d-d2e9295d7c04,5113103e-8e53-49d6-922d-8e59809693c7,Junior Data Scientist,ByteDance,2021-05-31,2025-02-09,Melbourne,Australia,"• Reduced system downtime by 43% through optimization
• Refactored legacy code to reduce technical debt
• Successfully launched system migration under budget
• Built and architected microservices for critical applications",Full-time
99c75430-b0bb-4df7-9645-5c1d8e808a2a,ad0d9ef9-08e6-46bf-a57c-5792715c36ef,UX Designer,LinkedIn,2024-03-07,,Portland,United States,"• Successfully completed system migration with high quality
• Architected and implemented an efficient solution for recommendation system
• Implemented improvements that reduced latency by 72%
• Reduced error rates by 59% through architectural improvements",Full-time
ab13f673-4dee-4a0e-8f58-d9d0296df8bb,ad0d9ef9-08e6-46bf-a57c-5792715c36ef,Junior Software Engineer,LinkedIn,2021-05-10,2025-02-18,Portland,United States,"• Designed and built monitoring solutions that streamlined workflows
• Architected and implemented a maintainable solution for data processing
• Refactored legacy code to enhance performance
• Built and maintained ML models for customer-facing applications",Full-time
462f3bd7-4d86-441a-a4c9-ab2d9551509a,ad0d9ef9-08e6-46bf-a57c-5792715c36ef,Junior Data Scientist,Grammarly,2024-06-08,2024-12-05,Portland,United States,"• Refactored monolithic application to improve maintainability
• Built and deployed recommendation engines using TDD, Bitbucket
• Architected and implemented a maintainable solution for content delivery",Full-time
201e80fa-ad08-48a6-9701-a5e389814fd2,ad0d9ef9-08e6-46bf-a57c-5792715c36ef,Product Analyst,GitLab,2023-11-06,2024-10-01,Washington DC,United States,"• Architected and implemented an efficient solution for content delivery
• Successfully launched critical initiatives ahead of schedule
• Implemented optimizations that increased throughput by 95%",Full-time
8faf8221-8c9b-4cd7-bfa6-ad245e682177,9c5ed795-590a-4afe-887f-d3e104698362,Technical Account Manager,Sony,2023-06-11,2025-03-02,Bangkok,Thailand,"• Mentored 3 interns on system architecture
• Successfully launched key projects under budget
• Developed a high-performance feature using Microsoft Teams, Haskell
• Collaborated with cross-functional teams to prioritize features",Full-time
5d0b65b6-779e-4c07-8997-2777291d15f9,9c5ed795-590a-4afe-887f-d3e104698362,Senior Product Manager,Runway ML,2022-09-20,2024-12-08,Bangkok,Thailand,"• Developed a high-performance application using BigQuery, Capacitor
• Drove technical roadmap for department
• Architected and implemented a maintainable solution for recommendation system
• Led a team of 11 specialists to deliver key features",Full-time
d9adc9c7-cb71-4465-bfaa-3a625ad1bc8c,72174b28-d708-4b2d-83d5-833c1607a665,Product Designer,Slack,2023-10-17,2025-02-08,Dallas,United States,"• Successfully launched major features with positive customer feedback
• Implemented enhancements that improved efficiency by 62%
• Refactored legacy code to improve maintainability
• Architected and implemented an efficient solution for user authentication",Full-time
677c2ad3-649b-47fd-81b4-a8690bc3d832,72174b28-d708-4b2d-83d5-833c1607a665,UX Design Intern,Lucid Motors,2022-01-18,2024-12-03,Dallas,United States,"• Reduced infrastructure costs by 66% through optimization
• Built and architected frontend components for critical applications
• Architected and implemented a scalable solution for data processing",Internship
3456284a-d795-4ec7-9afd-dc34f745ece8,b1a62d36-2ddb-4909-a985-8db5caac8c86,IT Director,NVIDIA,2018-04-27,2025-02-19,London,United Kingdom,"• Reduced system downtime by 48% through architectural improvements
• Built and maintained microservices for core applications
• Successfully delivered key projects with positive customer feedback
• Developed a high-performance application using Game Development, ELK Stack",Full-time
a1d3220d-1ee4-4602-8759-49a56c86991a,b1a62d36-2ddb-4909-a985-8db5caac8c86,Staff Data Scientist,NVIDIA,2021-01-30,2025-01-09,Paris,France,"• Created custom algorithms for complex business problems
• Designed and built testing frameworks that reduced manual effort
• Led a team of 9 specialists to implement new systems
• Developed data pipelines that enhanced decision-making by 51%",Full-time
5c41379a-6a54-4355-8691-3f153653d030,b1a62d36-2ddb-4909-a985-8db5caac8c86,Engineering Manager,Tencent,2022-05-31,2024-10-17,Paris,France,"• Refactored outdated systems to reduce technical debt
• Successfully delivered critical initiatives ahead of schedule
• Drove architecture decisions for team",Full-time
4d00032c-8a88-423a-8066-3db5298016ac,b1a62d36-2ddb-4909-a985-8db5caac8c86,Senior Software Engineer,Stripe,2021-07-16,2024-09-28,Paris,France,"• Designed and built monitoring solutions that reduced manual effort
• Reduced error rates by 48% through optimization
• Drove adoption of new technologies for organization
• Architected and implemented a robust solution for user authentication",Full-time
1a0bc702-1bb8-4dfe-ad91-90e9764a58b9,b1a62d36-2ddb-4909-a985-8db5caac8c86,Senior Frontend Developer,Stability AI,2022-12-31,2024-07-23,Paris,France,"• Implemented optimizations that improved efficiency by 62%
• Developed an innovative service using Web3, R
• Led a team of 10 developers to deliver key features
• Built and deployed data pipelines for critical applications
• Drove implementation strategy for organization",Full-time
a3278969-57b1-453a-8d29-dfc0c3ea6b70,b1a62d36-2ddb-4909-a985-8db5caac8c86,Senior Frontend Developer,Okta,2023-01-03,2024-06-26,Chicago,United States,"• Designed and built monitoring solutions that enhanced code quality
• Led a team of 11 professionals to deliver key features
• Collaborated with clients to define requirements
• Built and maintained data pipelines for core applications",Full-time
bc9bb49f-1ea1-4ded-9d7f-3a2a02af1a4e,45b204a1-2155-411d-bcc8-2bd069aac19a,Cybersecurity Specialist,Retool,2021-12-18,,Oslo,Norway,"• Implemented improvements that reduced latency by 63%
• Successfully launched major features under budget
• Architected and implemented a scalable solution for content delivery
• Built and deployed frontend components for critical applications",Full-time
591486f6-5a63-4e6b-9368-eb87d4dbf3f2,45b204a1-2155-411d-bcc8-2bd069aac19a,Associate Developer,Alibaba,2022-06-04,2025-02-18,Oslo,Norway,"• Architected and implemented a scalable solution for content delivery
• Implemented improvements that improved efficiency by 60%
• Developed a scalable tool using DDD, Cassandra
• Designed and built testing frameworks that improved team productivity",Full-time
ff9643af-82a0-4c6a-b863-c7bebc9b9f2c,45b204a1-2155-411d-bcc8-2bd069aac19a,Associate Developer,Alibaba,2024-06-04,2024-12-31,Oslo,Norway,"• Successfully delivered major features under budget
• Architected and implemented a robust solution for data processing
• Developed a scalable service using Microservices Architecture, DDD
• Implemented improvements that increased throughput by 58%
• Designed and built automation systems that improved team productivity",Full-time
8082cea5-e20f-4d14-99f6-8815b85d1790,da4a6136-bf32-4673-afaa-0f54f7ad22f8,Compliance Specialist,Baidu,2021-11-18,,Rome,Italy,"• Successfully implemented key projects with positive customer feedback
• Reduced system downtime by 25% through architectural improvements
• Refactored legacy code to enable new features",Full-time
eccac737-3ce4-4ec8-b1ae-e58ae1488eff,da4a6136-bf32-4673-afaa-0f54f7ad22f8,Data Scientist,ByteDance,2022-06-05,2025-02-19,Munich,Germany,"• Architected and implemented an efficient solution for real-time analytics
• Developed a high-performance application using High-Performance Computing, SQL
• Designed and built automation systems that improved team productivity",Full-time
1a2c6216-cffb-4ddd-af9a-d375ac5c6c33,da4a6136-bf32-4673-afaa-0f54f7ad22f8,Backend Developer,Discord,2022-08-27,2025-01-13,Taipei,Taiwan,"• Successfully launched major features with high quality
• Built and architected frontend components for customer-facing applications
• Developed a high-performance system using SQL, Robotics
• Implemented improvements that improved efficiency by 73%",Full-time
f9d09369-cc77-4cde-99ce-061241fe5fa2,da4a6136-bf32-4673-afaa-0f54f7ad22f8,UX Designer,Waymo,2022-06-24,2024-10-11,Taipei,Taiwan,"• Reduced system downtime by 29% through refactoring
• Implemented optimizations that reduced latency by 53%
• Designed and built monitoring solutions that streamlined workflows",Full-time
8199cbc9-d0a0-433d-90ca-0ea6fba7ec17,da4a6136-bf32-4673-afaa-0f54f7ad22f8,Junior Data Scientist,Runway ML,2020-12-16,2024-06-28,Taipei,Taiwan,"• Successfully completed key projects under budget
• Created optimization techniques for user behavior analysis
• Designed and built monitoring solutions that enhanced code quality
• Built and deployed production ML systems using High-Performance Computing, MATLAB
• Refactored outdated systems to improve maintainability",Full-time
a3280e72-2d8a-4e81-bc40-0e18fb5b8f8c,2f79e73f-b629-4e25-a826-dd087e2fe2ce,Senior Data Scientist,eBay,2023-09-09,,Lisbon,Portugal,"• Built and maintained data pipelines for critical applications
• Built and deployed production ML systems using Python, scikit-learn
• Developed predictive algorithms that enhanced decision-making by 77%
• Refactored legacy code to improve maintainability",Full-time
85bd019d-36b8-4ad2-8a98-7b1fb8a45459,2f79e73f-b629-4e25-a826-dd087e2fe2ce,Software Engineer,MongoDB,2023-06-22,2025-02-11,Lisbon,Portugal,"• Built and deployed data pipelines for internal applications
• Refactored outdated systems to enable new features
• Developed a high-performance system using ONNX, scikit-learn
• Successfully delivered critical initiatives ahead of schedule
• Designed and built automation systems that improved team productivity",Full-time
05324bba-92ad-4a33-b418-10519b781e5b,2f79e73f-b629-4e25-a826-dd087e2fe2ce,Junior Data Scientist,Adept AI,2022-04-02,2024-11-17,Lisbon,Portugal,"• Created optimization techniques for performance monitoring
• Designed and built internal tools that streamlined workflows
• Developed machine learning models that reduced processing time by 78%
• Developed a new service using SQLite, Python",Full-time
65550a08-1a19-4836-851f-bd6fbec2c2eb,2f79e73f-b629-4e25-a826-dd087e2fe2ce,Software Engineering Intern,Meta,2022-08-15,2024-09-03,Lisbon,Portugal,"• Implemented optimizations that increased throughput by 58%
• Reduced infrastructure costs by 48% through optimization
• Refactored outdated systems to enable new features",Internship
77d3ca57-df99-4264-a634-4d7faddc0e62,25e0f19f-321f-411f-89c5-d3119216ab61,NLP Engineer,Cohere,2022-08-15,,San Jose,United States,"• Architected and implemented a maintainable solution for content delivery
• Implemented improvements that improved efficiency by 35%
• Refactored legacy code to enable new features",Full-time
958a4c0e-e086-40a3-9efc-ad5bdf9e77fc,25e0f19f-321f-411f-89c5-d3119216ab61,Junior Software Engineer,Cohere,2021-03-19,2025-02-26,San Jose,United States,"• Successfully launched system migration with positive customer feedback
• Reduced error rates by 53% through refactoring
• Built and deployed microservices for customer-facing applications
• Architected and implemented a robust solution for content delivery
• Implemented optimizations that increased throughput by 21%",Full-time
8ffead06-c85d-44ed-9109-ba5bcd96ec63,25e0f19f-321f-411f-89c5-d3119216ab61,Junior Data Scientist,Adept AI,2021-10-15,2025-01-27,San Jose,United States,"• Successfully delivered system migration ahead of schedule
• Implemented real-time data processing to improve user experience
• Refactored outdated systems to enhance performance
• Developed a new service using Notion, Python",Full-time
a3b6b04f-4bf7-4858-8406-704c6098e704,d8177125-d988-4bf6-af8a-9bd866efa02a,Database Administrator,Twitter,2020-12-23,,Irvine,United States,"• Built and deployed data pipelines for customer-facing applications
• Architected and implemented a robust solution for content delivery
• Implemented optimizations that improved efficiency by 78%
• Designed and built monitoring solutions that improved team productivity",Full-time
d7ae33a6-b361-40d4-bfe5-323cd3c67430,d8177125-d988-4bf6-af8a-9bd866efa02a,Junior Software Engineer,Rivian,2024-05-30,2025-02-24,Irvine,United States,"• Built and architected data pipelines for customer-facing applications
• Refactored outdated systems to enhance performance
• Reduced system downtime by 83% through innovative solutions
• Developed a scalable system using Trello, Firebase
• Architected and implemented a maintainable solution for user authentication",Full-time
4a719a59-b0cb-4f60-a2d1-47a4fd2b5569,d8177125-d988-4bf6-af8a-9bd866efa02a,Junior Data Scientist,Rivian,2023-02-27,2025-01-17,Irvine,United States,"• Designed and built testing frameworks that enhanced code quality
• Developed data pipelines that improved accuracy by 55%
• Refactored outdated systems to improve maintainability
• Reduced page load times by 82% through architectural improvements
• Built and architected frontend components for customer-facing applications",Full-time
