job_id,job_title,company,city,country,description,required_skills,posting_date,job_type,remote_status,industry,experience_level
93bb8dc9-fd68-44e8-bdd1-f18fda95d8b8,Security Architect,Notion,Atlanta,United States,"
Notion is a rapidly growing technology company valued at over $1B, disrupting traditional industries with innovative solutions.

# Role Overview
Notion is seeking a talented Security Architect to join our growing team. In this role, you'll work on challenging problems and contribute to products used by millions of people worldwide.

# Key Responsibilities
• Conduct security assessments, vulnerability testing, and risk analyses
• Develop security policies, procedures, and best practices
• Monitor systems for security breaches and respond to incidents
• Design and implement solutions using Google Cloud services
• Design and implement security measures to protect systems, networks, and data
• Collaborate with development teams to ensure security is integrated into the development lifecycle

# Qualifications
• Experience with Google Cloud
• Experience with Solidity
• Experience with Ethical Hacking
• 7+ years of relevant experience
• Understanding of security principles and best practices
• Bachelor's degree in Computer Science, Engineering, or related field
• Strong problem-solving skills and attention to detail

# Benefits
• Competitive salary and equity compensation
• Comprehensive health, dental, and vision insurance
• Flexible work arrangements
• Paid time off and holidays
• Equity in a high-growth company
• Startup culture with high impact opportunities
• Flexible work arrangements

Notion is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Google Cloud, Helm, Solidity, Ethical Hacking, Swift, Elixir, SQLite, Oracle DB, Linear",2025-01-01,Full-time,Hybrid,Tech,Senior
4c203446-ec0e-4e30-8be5-355f14b080fd,Principal Data Scientist,Databricks,Bellevue,United States,"
Databricks is developing breakthrough AI technologies that are transforming industries and creating new possibilities for human-AI collaboration.

# Role Overview
Databricks is seeking a talented Principal Data Scientist to join our growing team. In this role, you'll work on challenging problems and contribute to products used by millions of people worldwide.

# Key Responsibilities
• Monitor and improve model performance and data quality
• Collaborate with engineering teams to implement and deploy models to production
• Contribute to architectural decisions and technical strategy
• Work with stakeholders to define technical requirements and specifications
• Research and implement state-of-the-art algorithms and approaches
• Lead projects and coordinate team efforts to meet deadlines and quality standards
• Mentor junior team members and provide technical leadership

# Qualifications
• Experience with data processing, modeling, and analysis
• 7+ years of relevant experience
• Bachelor's degree in Computer Science, Engineering, or related field
• Experience with Kotlin
• Experience with spaCy
• Experience with Computer Vision
• Strong problem-solving skills and attention to detail

# Benefits
• Competitive salary and equity compensation
• Paid time off and holidays
• Comprehensive health, dental, and vision insurance
• Flexible work arrangements
• Learning and development stipends
• Collaborative work environment with leading AI researchers
• Access to cutting-edge AI research and technologies

Databricks is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Computer Vision, Spark, spaCy, Kotlin, Scala, C#, Neo4j, Redshift, Ceph, Prometheus",2025-02-14,Full-time,Remote,Tech,Lead
b322d9ba-f58b-4b48-b944-61a31df1ca51,Quantum Computing Engineer,Hugging Face,Bellevue,United States,"
Hugging Face is at the forefront of artificial intelligence research and development, creating cutting-edge solutions that push the boundaries of what's possible.

# Role Overview
As a Quantum Computing Engineer at Hugging Face, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Design and implement solutions using Azure services
• Participate in code reviews, architectural discussions, and technical decision-making
• Write clean, maintainable, and well-tested code
• Design, develop, and maintain critical infrastructure
• Troubleshoot and debug complex issues across the stack

# Qualifications
• Experience with R
• Experience with WebSockets
• Experience with TypeScript
• Strong problem-solving skills and attention to detail
• Bachelor's degree in Computer Science, Engineering, or related field
• Excellent communication and collaboration abilities
• 4+ years of relevant experience
• Experience with Ruby on Rails

# Benefits
• Paid time off and holidays
• 401(k) matching
• Comprehensive health, dental, and vision insurance
• Flexible work arrangements
• Conference and publication opportunities
• Flexible work arrangements
• Collaborative work environment with leading AI researchers

Hugging Face is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","TypeScript, R, WebSockets, Ruby on Rails, Azure, Istio",2024-12-24,Full-time,Remote,Tech,Mid-level
19a8d0f1-8e52-4c44-91c4-a41dd3492769,Solutions Engineer,Airtable,Pittsburgh,United States,"
Founded in 2011, Airtable has quickly become a leader in the creator economy space.

# Role Overview
As a Solutions Engineer at Airtable, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Troubleshoot and resolve complex technical issues
• Develop tools and processes to enhance support efficiency
• Provide technical guidance and support to customers and internal teams
• Collaborate with product and engineering teams to improve product quality
• Document solutions and contribute to knowledge base

# Qualifications
• 5+ years of relevant experience
• Experience with Git
• Excellent communication and collaboration abilities
• Experience with Obsidian
• Bachelor's degree in Computer Science, Engineering, or related field
• Experience with C++

# Benefits
• 401(k) matching
• Comprehensive health, dental, and vision insurance
• Flexible work arrangements
• Competitive salary and equity compensation
• Regular team events and activities
• Startup culture with high impact opportunities
• Flexible work arrangements

Airtable is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Git, Trello, Obsidian, C++, Elixir, Kotlin, DevOps, Design Patterns, Agile, Next.js",2025-01-24,Full-time,Onsite,Tech,Senior
1502cd44-8cb7-4ec8-88ab-0090aaf56aa5,VP of Product,HP,Seattle,United States,"
HP is one of the world's most valuable companies, known for innovation in hardware, software, and services.

# Role Overview
We're looking for a VP of Product to help us build and scale our technology. You'll collaborate with cross-functional teams to deliver exceptional solutions that meet our users' needs.

# Key Responsibilities
• Contribute to architectural decisions and technical strategy
• Mentor junior team members and provide technical leadership
• Work closely with engineering, design, and other stakeholders to deliver successful products
• Analyze user feedback and market trends to inform product decisions
• Lead the product development lifecycle from conception to launch

# Qualifications
• Experience with Obsidian
• Strong problem-solving skills and attention to detail
• Bachelor's degree in Computer Science, Engineering, or related field
• Excellent communication and collaboration abilities
• Experience with WebGL
• Experience with Svelte

# Benefits
• Flexible work arrangements
• Competitive salary and equity compensation
• 401(k) matching
• Comprehensive health, dental, and vision insurance
• Wellness programs and gym reimbursements
• Generous parental leave
• On-site amenities including gourmet meals and fitness centers

HP is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Svelte, WebGL, Obsidian, Jira, Scrum, Functional Programming, Go, Elixir, Unreal Engine",2025-02-22,Full-time,Onsite,Tech,Senior
f98ed58b-5b1f-413c-9a3b-06ebb848bf0f,Chief Product Officer,Cerebras Systems,Mountain View,United States,"
Cerebras Systems is pushing the boundaries of what's possible in robotics.

# Role Overview
We're looking for a Chief Product Officer to help us build and scale our technology. You'll collaborate with cross-functional teams to deliver exceptional solutions that meet our users' needs.

# Key Responsibilities
• Contribute to architectural decisions and technical strategy
• Mentor junior team members and provide technical leadership
• Work closely with engineering, design, and other stakeholders to deliver successful products
• Evaluate and recommend new technologies and approaches
• Define and track key metrics to measure product success
• Lead the product development lifecycle from conception to launch

# Qualifications
• Experience with Tailwind CSS
• Experience with VS Code
• Experience with React
• Strong problem-solving skills and attention to detail
• Experience with GitHub
• 11+ years of relevant experience, including leadership roles

# Benefits
• Comprehensive health, dental, and vision insurance
• Flexible work arrangements
• Competitive salary and equity compensation
• Paid time off and holidays
• Professional development opportunities
• Opportunity to work on cutting-edge technologies
• Regular team building activities

Cerebras Systems is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Tailwind CSS, React, VS Code, GitHub, BDD, Scrum",2025-02-06,Full-time,Remote,Tech,Principal
012c5ff9-e788-4d50-be22-6575f70330b0,Blockchain Developer,Instacart,Amsterdam,Netherlands,"
Instacart is a rapidly growing technology company valued at over $1B, disrupting traditional industries with innovative solutions.

# Role Overview
As a Blockchain Developer at Instacart, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Write clean, maintainable, and well-tested code
• Design, develop, and maintain critical infrastructure
• Troubleshoot and debug complex issues across the stack
• Collaborate with cross-functional teams to define and implement new features
• Participate in code reviews, architectural discussions, and technical decision-making

# Qualifications
• Previous internship or project experience
• Bachelor's degree in Computer Science, Engineering, or related field
• Experience with Java
• Excellent communication and collaboration abilities
• Experience with PHP
• Experience with Node.js
• Strong problem-solving skills and attention to detail

# Benefits
• 401(k) matching
• Flexible work arrangements
• Competitive salary and equity compensation
• Comprehensive health, dental, and vision insurance
• Equity in a high-growth company
• Regular team events and activities
• Flexible work arrangements

Instacart is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Java, PHP, OAuth, Node.js, GitLab CI, Grafana, Redux, Vite, CouchDB",2025-01-29,Full-time,Remote,Tech,Entry-level
5e44d98f-5dec-4ad5-81ce-cc11090313ab,Product Manager,MongoDB,Wellington,New Zealand,"
As a leader in enterprise software, MongoDB helps organizations transform their operations with powerful, scalable technology solutions.

# Role Overview
As a Product Manager at MongoDB, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Work closely with engineering, design, and other stakeholders to deliver successful products
• Define and track key metrics to measure product success
• Lead the product development lifecycle from conception to launch
• Analyze user feedback and market trends to inform product decisions
• Define product requirements, specifications, and roadmaps based on user needs and business goals

# Qualifications
• Experience with Jira
• Experience with Design Patterns
• Experience with Kanban
• Experience with D3.js
• Bachelor's degree in Computer Science, Engineering, or related field
• Previous internship or project experience
• Excellent communication and collaboration abilities

# Benefits
• Comprehensive health, dental, and vision insurance
• Competitive salary and equity compensation
• 401(k) matching
• Flexible work arrangements
• Professional development opportunities
• Employee resource groups
• Tuition reimbursement

MongoDB is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Kanban, Jira, D3.js, Design Patterns, Web Accessibility",2025-02-04,Full-time,Onsite,Tech,Junior
97f9fa67-7666-4d0b-b890-934fe6fd6cdc,UX Designer,SpaceX,Denver,United States,"
SpaceX is pushing the boundaries of what's possible in neurotechnology.

# Role Overview
We're looking for a UX Designer to help us build and scale our technology. You'll collaborate with cross-functional teams to deliver exceptional solutions that meet our users' needs.

# Key Responsibilities
• Define product requirements, specifications, and roadmaps based on user needs and business goals
• Analyze user feedback and market trends to inform product decisions
• Define and track key metrics to measure product success
• Work closely with engineering, design, and other stakeholders to deliver successful products
• Lead the product development lifecycle from conception to launch

# Qualifications
• Experience with PyCharm
• Strong problem-solving skills and attention to detail
• Experience building responsive, accessible web applications
• 2+ years of relevant experience
• Strong understanding of web technologies and UI/UX principles
• Experience with Three.js
• Excellent communication and collaboration abilities

# Benefits
• Paid time off and holidays
• Comprehensive health, dental, and vision insurance
• 401(k) matching
• Flexible work arrangements
• Regular team building activities
• Professional development opportunities
• Flexible work arrangements

SpaceX is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Three.js, SASS/SCSS, PyCharm, GitHub, Design Patterns, Distributed Systems, Perl, Android Development",2025-02-05,Full-time,Remote,Tech,Entry-level
978cfbce-75ce-4128-bf0c-d78c83e3a9f9,Director of Product,Blue Origin,Menlo Park,United States,"
Blue Origin is pioneering the next generation of sustainable technology.

# Role Overview
As a Director of Product at Blue Origin, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Work closely with engineering, design, and other stakeholders to deliver successful products
• Lead projects and coordinate team efforts to meet deadlines and quality standards
• Define product requirements, specifications, and roadmaps based on user needs and business goals
• Work with stakeholders to define technical requirements and specifications
• Contribute to architectural decisions and technical strategy

# Qualifications
• Experience with Bootstrap
• Experience with cURL
• Excellent communication and collaboration abilities
• Bachelor's degree in Computer Science, Engineering, or related field
• 6+ years of relevant experience
• Strong problem-solving skills and attention to detail
• Experience with Linear
• Experience with Three.js

# Benefits
• Paid time off and holidays
• 401(k) matching
• Flexible work arrangements
• Competitive salary and equity compensation
• Opportunity to work on cutting-edge technologies
• Professional development opportunities
• Regular team building activities

Blue Origin is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Three.js, Bootstrap, cURL, Linear, System Design, Scrum",2025-01-27,Full-time,Hybrid,Tech,Senior
d79d1d46-0e46-41dd-928a-65c3a632d208,Cloud Engineer,DocuSign,Hong Kong,China,"
DocuSign delivers critical infrastructure and software solutions that enable businesses to thrive in the digital economy.

# Role Overview
We're looking for a Cloud Engineer to help us build and scale our technology. You'll collaborate with cross-functional teams to deliver exceptional solutions that meet our users' needs.

# Key Responsibilities
• Troubleshoot and debug complex issues across the stack
• Design, develop, and maintain efficient services
• Participate in code reviews, architectural discussions, and technical decision-making
• Write clean, maintainable, and well-tested code
• Collaborate with cross-functional teams to define and implement new features

# Qualifications
• Previous internship or project experience
• Experience with Objective-C
• Bachelor's degree in Computer Science, Engineering, or related field, or equivalent practical experience
• Experience with REST API
• Experience with Groovy
• Experience with GraphQL

# Benefits
• Flexible work arrangements
• Competitive salary and equity compensation
• 401(k) matching
• Paid time off and holidays
• Tuition reimbursement
• Work-life balance focus
• Global team collaboration opportunities

DocuSign is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Objective-C, Groovy, REST API, GraphQL, Terraform, Ansible, Responsive Design",2025-02-24,Full-time,Hybrid,Tech,Junior
7f60d997-e471-4bfc-9d24-5c1a1c639ae5,Database Administrator,H2O.ai,Warsaw,Poland,"
H2O.ai is developing breakthrough AI technologies that are transforming industries and creating new possibilities for human-AI collaboration.

# Role Overview
As a Database Administrator at H2O.ai, you'll be instrumental in developing innovative solutions that drive our business forward. This is an opportunity to work on impactful projects in a collaborative environment.

# Key Responsibilities
• Develop security policies, procedures, and best practices
• Collaborate with development teams to ensure security is integrated into the development lifecycle
• Conduct security assessments, vulnerability testing, and risk analyses
• Monitor systems for security breaches and respond to incidents
• Design and implement security measures to protect systems, networks, and data

# Qualifications
• Experience with Game Development
• Strong problem-solving skills and attention to detail
• Experience with CloudFormation
• Bachelor's degree in Computer Science, Engineering, or related field
• Experience with data processing, modeling, and analysis
• Excellent communication and collaboration abilities
• Experience with Pulumi

# Benefits
• 401(k) matching
• Flexible work arrangements
• Comprehensive health, dental, and vision insurance
• Paid time off and holidays
• Collaborative work environment with leading AI researchers
• Conference and publication opportunities
• Flexible work arrangements

H2O.ai is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","CloudFormation, Pulumi, Game Development, Blockchain, Haskell, Perl, CouchDB, Figma",2025-02-06,Full-time,Remote,Tech,Senior
6be4e3b9-5e19-471e-883c-c7def0a289cb,Research Scientist,Cloudflare,Bellevue,United States,"
Cloudflare provides enterprise-grade cloud solutions that power thousands of organizations worldwide, from startups to Fortune 500 companies.

# Role Overview
Cloudflare is seeking a talented Research Scientist to join our growing team. In this role, you'll work on challenging problems and contribute to products used by millions of people worldwide.

# Key Responsibilities
• Monitor and improve model performance and data quality
• Work with large, complex datasets and derive meaningful insights
• Research and implement state-of-the-art algorithms and approaches
• Collaborate with engineering teams to implement and deploy models to production
• Build and optimize machine learning models

# Qualifications
• Experience with Ray
• Strong problem-solving skills and attention to detail
• Experience with Luigi
• 5+ years of relevant experience
• Excellent communication and collaboration abilities
• Experience with Julia
• Experience with SQLite
• Bachelor's degree in Computer Science, Engineering, or related field

# Benefits
• Competitive salary and equity compensation
• Flexible work arrangements
• Comprehensive health, dental, and vision insurance
• Paid time off and holidays
• Global team collaboration opportunities
• Tuition reimbursement
• Work-life balance focus

Cloudflare is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
","Luigi, Ray, Julia, SQLite, R",2024-12-24,Full-time,Onsite,Tech,Senior
